timestamp,uuid,major,minor,accuracy,rssi,proximity
1.10046303272247,F0018B9B-7509-4C31-A905-1A27D39C003C,21500,48945,4.64158883361278,-77,2
1.10046303272247,F0018B9B-7509-4C31-A905-1A27D39C003C,39821,56686,4.08423865267452,-76,3
1.10046303272247,F0018B9B-7509-4C31-A905-1A27D39C003C,41738,1201,5.99484250318941,-79,3
1.10046303272247,F0018B9B-7509-4C31-A905-1A27D39C003C,38722,6270,40.8423865267452,-94,3
2.09750002622604,F0018B9B-7509-4C31-A905-1A27D39C003C,39821,56686,4.08423861687013,-76,3
2.09750002622604,F0018B9B-7509-4C31-A905-1A27D39C003C,41738,1201,6.48141961723533,-80,3
2.09750002622604,F0018B9B-7509-4C31-A905-1A27D39C003C,21500,48945,7.7884000741245,-84,3
2.09750002622604,F0018B9B-7509-4C31-A905-1A27D39C003C,38722,6270,39.7748107703796,-93,3
3.09356200695038,F0018B9B-7509-4C31-A905-1A27D39C003C,39821,56686,4.08423858223154,-76,3
3.09356200695038,F0018B9B-7509-4C31-A905-1A27D39C003C,41738,1201,6.60834123807282,-80,3
3.09356200695038,F0018B9B-7509-4C31-A905-1A27D39C003C,21500,48945,8.17693598886245,-82,3
3.09356200695038,F0018B9B-7509-4C31-A905-1A27D39C003C,38722,6270,30.9231669061026,-86,3
4.09733903408051,F0018B9B-7509-4C31-A905-1A27D39C003C,39821,56686,4.08423856882002,-76,3
4.09733903408051,F0018B9B-7509-4C31-A905-1A27D39C003C,21500,48945,5.89696956285762,-75,3
4.09733903408051,F0018B9B-7509-4C31-A905-1A27D39C003C,41738,1201,6.66768660236716,-80,3
4.09733903408051,F0018B9B-7509-4C31-A905-1A27D39C003C,38722,6270,22.5555372423413,-82,3
5.10187298059464,F0018B9B-7509-4C31-A905-1A27D39C003C,39821,56686,4.21941457727891,-77,3
5.10187298059464,F0018B9B-7509-4C31-A905-1A27D39C003C,21500,48945,4.60846670210402,-73,3
5.10187298059464,F0018B9B-7509-4C31-A905-1A27D39C003C,41738,1201,6.90148767138446,-81,3
5.10187298059464,F0018B9B-7509-4C31-A905-1A27D39C003C,38722,6270,12.362143063423,-74,3
6.09621399641037,F0018B9B-7509-4C31-A905-1A27D39C003C,21500,48945,4.18104954424922,-74,3
6.09621399641037,F0018B9B-7509-4C31-A905-1A27D39C003C,39821,56686,4.31185373128597,-77,3
6.09621399641037,F0018B9B-7509-4C31-A905-1A27D39C003C,41738,1201,7.88232249711192,-87,3
6.09621399641037,F0018B9B-7509-4C31-A905-1A27D39C003C,38722,6270,8.98087991214411,-74,3
7.09755301475525,F0018B9B-7509-4C31-A905-1A27D39C003C,39821,56686,3.70212475796202,-72,3
7.09755301475525,F0018B9B-7509-4C31-A905-1A27D39C003C,21500,48945,3.91652082343997,-74,3
7.09755301475525,F0018B9B-7509-4C31-A905-1A27D39C003C,38722,6270,6.67396381243121,-72,3
7.09755301475525,F0018B9B-7509-4C31-A905-1A27D39C003C,41738,1201,8.51219113011317,-85,3
8.10200202465057,F0018B9B-7509-4C31-A905-1A27D39C003C,39821,56686,3.08812009292529,-70,3
8.10200202465057,F0018B9B-7509-4C31-A905-1A27D39C003C,21500,48945,4.1323069886168,-78,3
8.10200202465057,F0018B9B-7509-4C31-A905-1A27D39C003C,38722,6270,5.20285070855641,-71,3
8.10200202465057,F0018B9B-7509-4C31-A905-1A27D39C003C,41738,1201,8.1584185400926,-80,3
9.09869903326035,F0018B9B-7509-4C31-A905-1A27D39C003C,39821,56686,2.50765758063016,-68,3
9.09869903326035,F0018B9B-7509-4C31-A905-1A27D39C003C,21500,48945,4.01390838224802,-75,3
9.09869903326035,F0018B9B-7509-4C31-A905-1A27D39C003C,38722,6270,4.32148006305777,-71,3
9.09869903326035,F0018B9B-7509-4C31-A905-1A27D39C003C,41738,1201,7.90338798047856,-80,3
10.0910429954529,F0018B9B-7509-4C31-A905-1A27D39C003C,39821,56686,2.08003425548487,-67,2
10.0910429954529,F0018B9B-7509-4C31-A905-1A27D39C003C,21500,48945,3.69688296719072,-73,3
10.0910429954529,F0018B9B-7509-4C31-A905-1A27D39C003C,38722,6270,3.86127607198701,-72,3
10.0910429954529,F0018B9B-7509-4C31-A905-1A27D39C003C,41738,1201,7.87779703927073,-81,3
