timestamp,particleWeightSum,normalizedWeightSum,measurementCount
2.1215940117836,2.34969393546426,1.17484696773213,2
2.13660603761673,26.304436518662,26.304436518662,1
3.11366003751755,30.6608850543258,30.6608850543258,1
4.11933201551437,32.463365374924,32.463365374924,1
11.190849006176,0.994619102738619,0.49730955136931,2
11.2422220110893,0.974693537656652,0.487346768828326,2
11.2882450222969,1.40514040528419,0.702570202642097,2
11.3403159976006,1.78293199971923,0.891465999859617,2
11.4096789956093,0.0113001282207881,0.00376670940692937,3
11.6517390012741,0.00136579550784853,0.000455265169282842,3
14.16376298666,8.3693497925089e-05,2.78978326416963e-05,3
14.2405639886856,1.34894280696025e-05,4.49647602320084e-06,3
14.2859230041504,7.32144327201814e-06,2.44048109067271e-06,3
16.1719049811363,3.65926719865481e-08,9.14816799663701e-09,4
16.2527940273285,2.06391549179916e-07,5.1597887294979e-08,4
19.1774320006371,3.01425643368664e-07,7.5356410842166e-08,4
19.2426649928093,1.41252609477421e-06,3.53131523693552e-07,4
19.297052025795,2.97788928274394e-06,7.44472320685985e-07,4
21.1500450372696,8.89719113481629e-06,2.22429778370407e-06,4
21.2180430293083,1.57288885473697e-05,3.93222213684242e-06,4
24.1384400129318,1.46786944051911e-05,3.66967360129777e-06,4
24.2356390357018,0.00275104551777581,0.000917015172591938,3
24.3366410136223,0.00436981724408346,0.00145660574802782,3
26.137896001339,0.0224061055094522,0.00746870183648407,3
26.1954370141029,0.173780019735011,0.0579266732450035,3
29.136107981205,0.00425141924946658,0.00106285481236664,4
29.1980609893799,0.00107659957208047,0.000269149893020118,4
29.3335170149803,0.000234607874243308,5.86519685608271e-05,4
31.1794930100441,0.00101351834154779,0.000253379585386947,4
31.2576879858971,0.00242841195292225,0.000607102988230562,4
34.133504986763,0.00413730699833559,0.0010343267495839,4
34.2007390260696,0.00566366039866162,0.0014159150996654,4
34.2767469882965,0.00259809521292035,0.000649523803230086,4
37.1905689835548,0.00334831143883195,0.00111610381294398,3
37.2897310256958,3.72341034373369e-06,9.30852585933422e-07,4
37.3776440024376,6.19799762483463e-07,1.54949940620866e-07,4
39.1629140377045,5.85334587449843e-07,1.46333646862461e-07,4
39.2221249938011,1.33715860559646e-06,3.34289651399116e-07,4
42.1341800093651,6.28134950227024e-07,1.57033737556756e-07,4
42.2559419870377,1.40146275443482e-07,3.50365688608704e-08,4
42.3332049846649,5.67333376483361e-07,1.4183334412084e-07,4
44.1440799832344,1.66331457689321e-06,4.15828644223303e-07,4
44.2004269957542,3.54803962451554e-06,8.87009906128886e-07,4
47.1531870365143,5.70683071975168e-06,1.42670767993792e-06,4
47.2344400286674,0.0296765075543429,0.0148382537771714,2
47.842709004879,0.0,0.0,2
49.3277480006218,0.13089054949098,0.0436301831636598,3
49.4247130155563,0.0409042871024079,0.0136347623674693,3
52.1309230327606,0.0216743615814355,0.00722478719381182,3
52.273365020752,0.00227600864075364,0.00075866954691788,3
52.5662370324135,0.0227433353038397,0.0113716676519198,2
54.1931959986687,0.0291746841284261,0.00972489470947537,3
54.3253390192986,0.098070685358909,0.0326902284529696,3
57.1270580291748,0.0111449323131075,0.00371497743770249,3
58.1367480158806,0.164202457703899,0.0547341525679663,3
59.129665017128,0.710489875746628,0.236829958582209,3
60.1314809918404,17.436829358226,8.71841467911299,2
61.1330670118332,18.2225707844273,9.11128539221363,2
62.1229920387268,21.9531928577726,10.9765964288863,2
