timestamp,ts,m11,m12,m13,m21,m22,m23,m31,m32,m33,ax,ay,az
0.0852770209312439,0.0849079489707947,0.98108321428299,0.0488274618983269,-0.187327653169632,0.0501195266842842,0.870609223842621,0.489415526390076,0.186986118555069,-0.489546120166779,0.851692914962769,-0.0508988238871098,0.00371301500126719,-0.118918679654598
0.10759699344635,0.107248961925507,0.981780648231506,0.040100023150444,-0.185738354921341,0.0556797683238983,0.8738614320755,0.482976078987122,0.181676954030991,-0.484518468379974,0.85570752620697,-0.101601384580135,-0.0201977211982012,-0.160237923264503
0.133498013019562,0.129437983036041,0.981125354766846,0.0217783320695162,-0.192142575979233,0.0719317123293877,0.881229758262634,0.467182964086533,0.179496228694916,-0.472186177968979,0.863030314445496,-0.203388318419456,-0.0846969336271286,-0.0539313592016697
0.161415994167328,0.161125004291534,0.980826795101166,0.0043891966342926,-0.1948322057724,0.0850470587611198,0.889882385730743,0.448192328214645,0.175344944000244,-0.456168919801712,0.872447192668915,-0.240074500441551,-0.141575127840042,0.0523025058209896
0.173859000205994,0.173385977745056,0.983472526073456,-0.00428922474384308,-0.181006669998169,0.084869422018528,0.894007623195648,0.439940422773361,0.159934341907501,-0.448031216859818,0.879595935344696,-0.0362923070788383,0.156325280666351,-0.0233123768121004
0.195394992828369,0.195135951042175,0.988810956478119,-0.0178527645766735,-0.148102074861526,0.0808151513338089,0.898608207702637,0.431244879961014,0.125386834144592,-0.438388556241989,0.889996409416199,0.0562741458415985,0.026673374697566,-0.105456471443176
0.217051982879639,0.216735005378723,0.99228823184967,-0.032849594950676,-0.119519725441933,0.0791950076818466,0.909787893295288,0.407448291778564,0.0953530967235565,-0.413771510124207,0.905373334884644,-0.035016555339098,-0.077826976776123,-0.00594255700707436
0.238945007324219,0.238698959350586,0.993098318576813,-0.049048162996769,-0.10653655230999,0.0849916264414787,0.926913678646088,0.36552357673645,0.0808219313621521,-0.372055530548096,0.924685060977936,-0.111938171088696,-0.0880897045135498,0.194674074649811
0.260998964309692,0.260749995708466,0.993078827857971,-0.0601363144814968,-0.100886628031731,0.0895698815584183,0.943396210670471,0.319344401359558,0.0759718716144562,-0.326170563697815,0.942253172397614,-0.197505280375481,-0.0729437917470932,0.110740713775158
0.294277966022491,0.293957948684692,0.993027627468109,-0.0594051256775856,-0.10181950032711,0.0865211263298988,0.953935384750366,0.287265330553055,0.0800641924142838,-0.294071942567825,0.952423989772797,-0.102933384478092,0.0209231730550528,0.0057381778024137
0.305036962032318,0.304776966571808,0.991948843002319,-0.0560280457139015,-0.113570719957352,0.0851857587695122,0.958795607089996,0.271024733781815,0.0937061160802841,-0.27851727604866,0.95584899187088,-0.0889582931995392,0.0355358198285103,-0.0708233714103699
0.327628970146179,0.327364981174469,0.989964067935944,-0.0546489283442497,-0.130325257778168,0.0868507847189903,0.962763428688049,0.256014615297318,0.111481465399265,-0.264764100313187,0.957847535610199,-0.178146302700043,0.0113094057887793,-0.0881577432155609
0.350035965442657,0.349726974964142,0.988130211830139,-0.0549638010561466,-0.143449291586876,0.0878206193447113,0.968277513980865,0.233936250209808,0.12604071199894,-0.243757277727127,0.961611211299896,-0.174592480063438,-0.0445671789348125,0.00226063258014619
0.37151300907135,0.37126499414444,0.987152814865112,-0.0542213767766953,-0.150297626852989,0.0858289301395416,0.973368942737579,0.212570667266846,0.134769156575203,-0.222739607095718,0.965517640113831,-0.167723163962364,-0.0209803562611341,0.0996271520853043
0.393251001834869,0.392895996570587,0.98665052652359,-0.0520460493862629,-0.154311195015907,0.0825856104493141,0.976582169532776,0.198662802577019,0.140357956290245,-0.208754643797874,0.967843532562256,-0.124098807573318,-0.00104423135053366,-0.0126862321048975
0.415493011474609,0.415201961994171,0.985919833183289,-0.0472582019865513,-0.160401776432991,0.0775315910577774,0.979086697101593,0.188090533018112,0.148158416152,-0.197878390550613,0.96896505355835,-0.12927383184433,0.0262252930551767,-0.0634293779730797
0.449352979660034,0.448653995990753,0.984686374664307,-0.0410754978656769,-0.169426962733269,0.0714126229286194,0.981605410575867,0.177062183618546,0.159037515521049,-0.186449944972992,0.969506800174713,-0.135964438319206,0.0178519822657108,-0.0585388280451298
0.46900200843811,0.468756973743439,0.983894646167755,-0.0350141599774361,-0.175286293029785,0.0648529231548309,0.983733355998993,0.167519360780716,0.166569441556931,-0.176189243793488,0.970160782337189,-0.155709266662598,0.00484542082995176,-0.0660025328397751
0.482779979705811,0.482476949691772,0.985964834690094,-0.0302611291408539,-0.164187580347061,0.0574172884225845,0.984909176826477,0.163270339369774,0.156769096851349,-0.170406028628349,0.972823321819305,-0.108996540307999,0.0298169758170843,-0.0443733222782612
0.503582000732422,0.503340005874634,0.988201081752777,-0.0239897612482309,-0.151271611452103,0.0488110557198524,0.985487520694733,0.162578597664833,0.14517605304718,-0.168044075369835,0.975030839443207,-0.0812185034155846,0.0243644863367081,-0.0804043635725975
0.525209963321686,0.524957954883575,0.988456070423126,-0.0148812830448151,-0.150775015354156,0.0399117730557919,0.985589504241943,0.164378702640533,0.1461561024189,-0.168498814105988,0.974805891513824,-0.0773802474141121,0.0452685803174973,-0.0591143891215324
0.547362983226776,0.547086954116821,0.989599645137787,-0.00686674099415541,-0.143684849143028,0.0297710001468658,0.987010657787323,0.157872080802917,0.140734419226646,-0.160507798194885,0.976949870586395,-0.0637593194842339,0.0494888983666897,-0.00191669689957052
