timestamp,startDate,confidence,unknown,stationary,walking,running,automotive,cycling
0.0720880031585693,-1.69226509332657,2,false,false,false,false,false,false
1.84793603420258,1.80516505241394,1,false,true,false,false,false,false
2.48528701066971,2.44106304645538,1,false,false,false,false,false,false
3.11739701032639,3.0768940448761,1,false,true,false,false,false,false
4.07087504863739,4.03056907653809,1,false,false,false,false,false,false
6.03506100177765,5.93786025047302,2,false,false,false,false,false,false
38.0630789995193,38.0185132622719,1,false,true,false,false,false,false
38.3775480389595,38.3360732793808,1,false,false,false,false,false,false
39.0583520531654,38.9710922837257,2,false,false,false,false,false,false
40.2819180488586,40.2412542700768,1,false,true,false,false,false,false
40.9223560094833,40.876370370388,1,false,false,false,false,false,false
41.6168040037155,41.5115264058113,2,false,false,false,false,false,false
42.1929010152817,42.1466283798218,1,false,true,false,false,false,false
43.4758560061455,43.4169113636017,1,false,false,false,false,false,false
44.119823038578,44.0521754026413,1,false,true,false,false,false,false
45.0542800426483,45.0050044059753,1,false,false,false,false,false,false
45.6828520298004,45.6402488946915,1,false,true,false,false,false,false
47.2703940272331,47.2282928824425,1,false,false,false,false,false,false
49.2040890455246,49.1339209079742,1,false,true,false,false,false,false
52.3565400242805,52.3098772764206,2,false,true,false,false,false,false
58.3905320167542,58.3444159030914,1,false,true,false,false,false,false
58.7103940248489,58.6619848608971,1,false,false,false,false,false,false
59.3867149949074,59.2971369028091,2,false,false,false,false,false,false
59.9740670323372,59.9323098659515,1,false,true,false,false,false,false
60.2936960458755,60.2499378919601,1,false,false,false,false,false,false
61.9257070422173,61.8379755020142,2,false,false,false,false,false,false
64.4454939961433,64.3788304924965,1,false,true,false,false,false,false
67.5963880419731,67.5551167726517,2,false,true,false,false,false,false
71.097570002079,71.0489426255226,2,false,false,false,false,false,false
72.0934730172157,72.0018246173859,2,false,false,false,false,false,false
74.9054410457611,74.8603166341782,1,false,true,false,false,false,false
76.8169420361519,76.7660501599312,1,false,false,false,false,false,false
77.1752220392227,77.0837281346321,2,false,false,false,false,false,false
79.9900190234184,79.942555129528,1,false,true,false,false,false,false
80.6195400357246,80.5778752565384,1,false,false,false,false,false,false
82.2532950043678,82.1661242842674,2,false,false,false,false,false,false
106.35108101368,106.298992037773,1,false,true,false,false,false,false
106.985049009323,106.934002041817,1,false,false,false,false,false,false
107.680304050446,107.568987071514,2,false,false,false,false,false,false
108.248867034912,108.203930079937,1,false,true,false,false,false,false
108.567571043968,108.521388053894,1,false,false,false,false,false,false
110.220075011253,110.108776032925,2,false,false,false,false,false,false
111.74164801836,111.696387648582,1,false,true,false,false,false,false
112.059906005859,112.013892650604,1,false,false,false,false,false,false
112.743733048439,112.648963630199,2,false,false,false,false,false,false
113.966553032398,113.919154644012,1,false,true,false,false,false,false
114.922628998756,114.871803641319,1,false,false,false,false,false,false
115.28306800127,115.18931466341,2,false,false,false,false,false,false
115.555671036243,115.506868362427,1,false,true,false,false,false,false
118.729580044746,118.682312369347,2,false,true,false,false,false,false
120.001468002796,119.952490389347,2,false,false,false,false,false,false
120.361688017845,120.270028412342,2,false,false,false,false,false,false
120.63312202692,120.587552607059,1,false,true,false,false,false,false
121.589016020298,121.540190637112,1,false,false,false,false,false,false
122.223534047604,122.175320625305,1,false,true,false,false,false,false
122.904803037643,122.810452640057,2,false,false,false,false,false,false
124.126414000988,124.080655634403,1,false,true,false,false,false,false
125.081221997738,125.033292651176,1,false,false,false,false,false,false
125.441368997097,125.350859642029,2,false,false,false,false,false,false
140.964301049709,140.911872506142,1,false,true,false,false,false,false
141.595973014832,141.547034502029,1,false,false,false,false,false,false
142.232547044754,142.182238519192,1,false,true,false,false,false,false
144.135833024979,144.088019490242,1,false,false,false,false,false,false
145.40632301569,145.358435511589,1,false,true,false,false,false,false
148.31153100729,148.216955184937,2,false,false,false,false,false,false
148.902799010277,148.852147161961,1,false,true,false,false,false,false
150.856986999512,150.757745325565,2,false,false,false,false,false,false
151.440345048904,151.392967283726,1,false,true,false,false,false,false
157.157476007938,157.109428882599,2,false,true,false,false,false,false
174.946714997292,174.895594120026,2,false,false,false,false,false,false
176.255380034447,176.165974676609,2,false,false,false,false,false,false
183.902534008026,183.787778615952,0,false,false,true,false,false,false
188.961458027363,188.868601262569,1,false,true,false,false,false,false
189.868432998657,189.821255266666,1,false,false,false,false,false,false
191.138028025627,191.0914260149,1,false,true,false,false,false,false
193.04507702589,192.996820986271,1,false,false,false,false,false,false
193.674498021603,193.631983995438,1,false,true,false,false,false,false
194.950125038624,194.902324020863,1,false,false,false,false,false,false
