timestamp,ts,steps
0.176254034042358,-18.4150220155716,0
24.8640820384026,24.7907547950745,7
27.3814890384674,27.3322588205338,11
29.9192749857903,29.8720270395279,16
32.4668720364571,32.412584066391,20
35.0160880088806,34.9574028849602,24
37.5425739884377,37.4913378953934,28
70.5931830406189,70.5172659158707,34
73.1218920350075,73.0655057430267,39
75.6542240381241,75.605116724968,43
78.1952959895134,78.146812915802,48
80.7520440220833,80.6845939159393,52
83.2739390134811,83.2287204265594,56
85.8252609968185,85.7654944062233,57
118.870463013649,118.785448431969,64
121.380957007408,121.331255435944,69
123.927103042603,123.868939638138,73
126.433369040489,126.38447368145,75
164.581638038158,164.510067522526,81
167.098053991795,167.04833650589,85
169.637206017971,169.589186131954,90
172.183076024055,172.13420009613,94
174.731635034084,174.672018766403,98
