timestamp,particleWeightSum,normalizedWeightSum,measurementCount
2.13763099908829,1.12603129032731,0.563015645163653,2
2.16511899232864,0.0824516335521567,0.0274838778507189,3
3.1557759642601,0.131139025688963,0.0437130085629877,3
4.16246199607849,2.29965914223166,1.14982957111583,2
5.15155100822449,4.59039058796937,2.29519529398469,2
12.1527289748192,2.76326510256532,1.38163255128266,2
12.1880609989166,5.49535917208049,2.74767958604025,2
12.2513589859009,8.20884771624409,4.10442385812204,2
12.3038579821587,1.43566476174451,0.478554920581505,3
12.3611589670181,1.02263918571441,0.340879728571471,3
12.4212089776993,0.283852307930781,0.0946174359769272,3
15.15914696455,0.0360334020186735,0.0120111340062245,3
15.2522109746933,0.0110377635535401,0.00367925451784671,3
15.3523079752922,0.0192833605842479,0.00642778686141596,3
17.2548710107803,0.0768976430670963,0.0256325476890321,3
17.4371689558029,0.604046269712479,0.201348756570826,3
20.1425470113754,0.140161341401055,0.0700806707005275,2
23.1430050134659,0.445907709628964,0.445907709628964,1
23.1583470106125,0.367344211053221,0.367344211053221,1
23.1732749938965,0.377552155218673,0.377552155218673,1
24.1372779607773,0.399026450794438,0.399026450794438,1
33.1412180066109,0.482603395977249,0.482603395977249,1
33.1532549858093,0.776384784729549,0.776384784729549,1
33.1671229600906,1.6196901735293,1.6196901735293,1
33.1791479587555,4.09357561109171,4.09357561109171,1
33.1914330124855,9.6768005295337,9.6768005295337,1
33.2170869708061,5.80714504310368,5.80714504310368,1
33.2667709589005,0.866287145093107,0.866287145093107,1
33.2767159938812,101.645,inf,0
33.2862719893456,95.54,inf,0
33.2967609763145,103.81,inf,0
33.3069519996643,98.36,inf,0
33.3177199959755,104.245,inf,0
33.327731013298,92.48,inf,0
33.3382120132446,100.06,inf,0
33.3490709662437,93.6,inf,0
33.3598349690437,98.03,inf,0
33.3709169626236,97.12,inf,0
33.3832460045815,91.655,inf,0
33.399975001812,67.335,inf,0
33.4122759699821,89.365,inf,0
33.4259189963341,83.425,inf,0
33.443774998188,61.17,inf,0
33.4670689702034,15.815,inf,0
35.131738960743,92.505,inf,0
35.1450709700584,83.73,inf,0
35.1623339653015,66.155,inf,0
35.1754469871521,82.195,inf,0
35.18903195858,79.17,inf,0
35.2041329741478,75.7,inf,0
35.2190020084381,69.87,inf,0
35.2310709953308,91.84,inf,0
35.24959897995,62.95,inf,0
35.265525996685,64.475,inf,0
35.2786309719086,80.17,inf,0
35.2935490012169,74.83,inf,0
35.3073289990425,81.475,inf,0
35.3220700025558,71.77,inf,0
35.3394039869308,59.44,inf,0
35.3550189733505,65.415,inf,0
35.3745579719543,41.815,inf,0
35.3886839747429,80.505,inf,0
35.4003059864044,89.065,inf,0
35.4118070006371,93.41,inf,0
35.4221249818802,99.855,inf,0
35.4380660057068,78.86,inf,0
35.4588589668274,50.85,inf,0
35.4786129593849,40.79,inf,0
35.5023829936981,15.055,inf,0
35.5269730091095,11.045,inf,0
35.5501419901848,26.9,inf,0
35.5727800130844,30.27,inf,0
35.5975120067596,5.345,inf,0
35.6214019656181,1.0,inf,0
35.6464830040932,1.0,inf,0
35.6706900000572,1.0,inf,0
35.6957889795303,1.0,inf,0
35.7207059860229,2.095,inf,0
