timestamp,ts,magneticHeading
0.429819941520691,0.428466975688934,303.690124511719
0.450362980365753,0.449011981487274,301.626617431641
0.48907595872879,0.488046944141388,299.978759765625
0.509049952030182,0.50806599855423,298.472076416016
1.17660397291183,1.08446896076202,297.458587646484
2.02353799343109,2.01962596178055,296.444000244141
3.17396199703217,3.1724339723587,297.855834960938
3.24352896213531,3.21249598264694,299.67431640625
3.25328594446182,3.25185894966125,300.679138183594
3.37295895814896,3.37161296606064,302.56591796875
3.41230797767639,3.41111999750137,304.421203613281
3.55347496271133,3.5509529709816,306.962371826172
3.61341297626495,3.6106989979744,308.618286132812
3.65434497594833,3.65122497081757,309.649078369141
3.69375896453857,3.69067996740341,310.678314208984
3.7552689909935,3.75085198879242,309.520690917969
3.79088294506073,3.78990799188614,311.072113037109
3.96823799610138,3.96710199117661,309.591857910156
4.0548779964447,4.04763698577881,310.616577148438
4.20762896537781,4.20641297101974,308.095458984375
4.22806698083878,4.22647196054459,305.735168457031
4.24904894828796,4.2474889755249,304.299194335938
4.32947397232056,4.32659095525742,305.378845214844
4.35006099939346,4.34674394130707,304.241577148438
4.36999195814133,4.36679697036743,301.701202392578
4.39157795906067,4.38674598932266,299.979522705078
4.49077296257019,4.48601996898651,298.717834472656
4.62836599349976,4.62535899877548,297.516937255859
4.67043095827103,4.66621297597885,296.148529052734
4.74550294876099,4.74434399604797,298.068267822266
4.76546597480774,4.76443696022034,299.298553466797
4.92393898963928,4.92252999544144,301.686492919922
4.98553198575974,4.98238295316696,302.725952148438
5.00402998924255,5.00233095884323,304.113433837891
5.02384394407272,5.02215099334717,305.504425048828
5.14801394939423,5.0825719833374,303.914154052734
5.24387794733047,5.24135798215866,305.195404052734
5.30430495738983,5.30120199918747,306.243499755859
5.34315496683121,5.34092199802399,305.221282958984
5.42309194803238,5.4206839799881,303.531829833984
5.46248495578766,5.46044796705246,302.363983154297
5.52434796094894,5.52045094966888,303.958801269531
5.54427498579025,5.54112595319748,302.426177978516
5.5638769865036,5.56043595075607,300.618255615234
5.58366996049881,5.58022195100784,302.009796142578
5.64321899414062,5.64000499248505,303.609191894531
5.6827649474144,5.67966198921204,302.194549560547
5.72329896688461,5.71970498561859,301.030426025391
5.7807389497757,5.77898997068405,299.373443603516
5.90022599697113,5.89844596385956,298.164093017578
5.93991899490356,5.93775999546051,299.824951171875
6.00002998113632,5.9978089928627,301.353820800781
6.08296698331833,6.05753099918365,300.197235107422
6.16654396057129,6.07738196849823,301.400146484375
6.16844195127487,6.11749094724655,303.076354980469
6.16989696025848,6.157290995121,304.345703125
6.2389879822731,6.23646396398544,302.269683837891
6.2788799405098,6.276535987854,304.338714599609
6.31933295726776,6.3177729845047,305.481170654297
6.49753099679947,6.49619996547699,306.713439941406
6.55706399679184,6.55476695299149,307.763000488281
6.59884798526764,6.59584194421768,306.695953369141
6.63880997896194,6.63634496927261,304.793029785156
6.67829197645187,6.67582696676254,303.607177734375
6.71807497739792,6.71548396348953,301.106567382812
6.73760694265366,6.73506498336792,299.409729003906
6.77839195728302,6.77588397264481,301.660278320312
6.87463396787643,6.87361198663712,300.14306640625
