timestamp,startDate,confidence,unknown,stationary,walking,running,automotive,cycling
0.144510984420776,-3.28905534744263,2,false,false,false,false,false,false
2.76893800497055,2.74824392795563,1,false,true,false,false,false,false
3.40591996908188,3.38361996412277,1,false,false,false,false,false,false
4.42232596874237,4.33649218082428,2,false,false,false,false,false,false
30.389113008976,30.358637034893,1,false,true,false,false,false,false
31.6589840054512,31.6270990371704,1,false,false,false,false,false,false
32.3294979929924,32.2614380121231,2,false,false,false,false,false,false
34.1840019822121,34.1643679141998,1,false,true,false,false,false,false
34.8770970106125,34.7986329197884,2,false,false,false,false,false,false
35.4496589899063,35.4329409003258,1,false,true,false,false,false,false
37.3997849822044,37.3358349204063,2,false,false,false,false,false,false
48.7725470066071,48.7543774843216,1,false,true,false,false,false,false
49.4092310070992,49.3885344266891,1,false,false,false,false,false,false
50.0794219970703,50.0226604342461,1,false,true,false,false,false,false
51.6248840093613,51.607926428318,1,false,false,false,false,false,false
52.2618740200996,52.2420204281807,1,false,true,false,false,false,false
55.4317359924316,55.4125933051109,2,false,true,false,false,false,false
65.898186981678,65.8778250813484,1,false,true,false,false,false,false
69.0675510168076,69.0489625930786,2,false,true,false,false,false,false
70.6512669920921,70.6344415545464,2,false,false,false,false,false,false
72.9312980175018,72.8539896011353,2,false,false,false,false,false,false
83.0823559761047,83.0003070235252,0,false,false,true,false,false,false
84.9231749773026,84.9017530679703,1,false,true,false,false,false,false
85.619293987751,85.5355130434036,0,false,false,true,false,false,false
86.1882140040398,86.1692780256271,1,false,true,false,false,false,false
88.1522229909897,88.0706990361214,2,false,false,false,false,false,false
88.7219499945641,88.7045086622238,1,false,true,false,false,false,false
91.2623220086098,91.2400026917458,1,false,false,false,false,false,false
92.5264700055122,92.5076386928558,1,false,true,false,false,false,false
93.7938910126686,93.7753811478615,1,false,false,false,false,false,false
95.7434909939766,95.6770851612091,2,false,false,false,false,false,false
97.2832909822464,97.2620761394501,1,false,true,false,false,false,false
98.5458120107651,98.5298896431923,1,false,false,false,false,false,false
99.1836659908295,99.1638176441193,1,false,true,false,false,false,false
99.8158950209618,99.797820687294,1,false,false,false,false,false,false
100.448565006256,100.431824684143,1,false,true,false,false,false,false
100.813454985619,100.748864650726,2,false,false,false,false,false,false
