timestamp,ts,m11,m12,m13,m21,m22,m23,m31,m32,m33,ax,ay,az
0.271751999855042,0.266286015510559,0.999884366989136,0.00172641663812101,-0.0151104172691703,0.00177327613346279,0.973525941371918,0.228569641709328,0.0151049895212054,-0.228569999337196,0.973410308361053,-0.0650982111692429,0.0355001799762249,-0.0130399037152529
0.292133033275604,0.289265990257263,0.999895095825195,0.00194403110072017,-0.0143516818061471,0.0013068940024823,0.974795818328857,0.223095118999481,0.0144236637279391,-0.223090469837189,0.974691033363342,-0.060662105679512,0.0389520525932312,0.00633775489404798
0.312003016471863,0.308737993240356,0.999960362911224,0.00260684615932405,-0.0085101081058383,-0.000738540373276919,0.977151215076447,0.212543919682503,0.00886973273009062,-0.212529227137566,0.97711443901062,-0.0496020279824734,0.0380596667528152,0.015154616907239
0.335084021091461,0.331548035144806,0.999955832958221,0.00330473529174924,-0.00879867374897003,-0.0014109518378973,0.978318989276886,0.207098931074142,0.00929231755435467,-0.207077354192734,0.978280425071716,-0.042337492108345,0.0349034890532494,-0.00395832909271121
0.383186042308807,0.380230009555817,0.999979674816132,0.00393746420741081,-0.00501830549910665,-0.00286936922930181,0.980317234992981,0.197407886385918,0.00569681776687503,-0.197389468550682,0.980308592319489,-0.0344677679240704,0.0429431647062302,-0.0145339332520962
0.383336007595062,0.3802729845047,0.999965965747833,0.00484398286789656,-0.00667791068553925,-0.00346119445748627,0.981116116046906,0.193388730287552,0.00748857762664557,-0.193359047174454,0.981099486351013,-0.0429785698652267,0.0420978404581547,-0.0121713867411017
0.403977036476135,0.401938021183014,0.999982118606567,0.00578166637569666,-0.00152412569150329,-0.00540134776383638,0.982826888561249,0.184450894594193,0.00256438506767154,-0.184439361095428,0.982840538024902,-0.0324689485132694,0.0236385092139244,0.000266087532509118
0.420314013957977,0.4183149933815,0.999975681304932,0.00680682901293039,0.00150049640797079,-0.00696533732116222,0.983924686908722,0.178448036313057,-0.000261710083577782,-0.178454145789146,0.983948171138763,-0.0281320717185736,0.0146449245512486,0.000183546697371639
0.443289995193481,0.44130402803421,0.99996155500412,0.0080208657309413,0.00353890052065253,-0.00851303245872259,0.984815239906311,0.173397034406662,-0.0020943689160049,-0.173420488834381,0.984845638275146,-0.0303050931543112,0.0149802854284644,-0.00738763110712171
0.4651740193367,0.463244020938873,0.99993097782135,0.00916140992194414,0.00735255749896169,-0.0102799376472831,0.985338747501373,0.170299306511879,-0.00568457832559943,-0.170363143086433,0.985364973545074,-0.0313132144510746,-0.00111792224925011,-0.0146960858255625
0.48799204826355,0.485242009162903,0.999903380870819,0.00951891671866179,0.0101308999583125,-0.011096035130322,0.985524535179138,0.169169262051582,-0.00837394315749407,-0.169265314936638,0.985534965991974,-0.0366678051650524,-0.00586430914700031,-0.00979586597532034
0.509792029857635,0.507813990116119,0.999885737895966,0.00921550579369068,0.0119814835488796,-0.011098824441433,0.985712766647339,0.168068811297417,-0.0102614630013704,-0.168182596564293,0.985702455043793,-0.0315823592245579,-0.00388247310183942,0.00051873194752261
0.53157502412796,0.529640018939972,0.999879539012909,0.00895048957318068,0.0126782916486263,-0.0109328152611852,0.986047983169556,0.166101783514023,-0.011014711111784,-0.166220396757126,0.986027121543884,-0.0201128460466862,0.00751718925312161,-0.00526012293994427
0.553299009799957,0.551281988620758,0.999867141246796,0.00860357377678156,0.0138437086716294,-0.010761602781713,0.986358404159546,0.164259865880013,-0.012241636402905,-0.164387032389641,0.986319959163666,-0.0198934730142355,0.00813193339854479,-0.0152974789962173
0.576180040836334,0.573379993438721,0.999878227710724,0.00838070828467607,0.0131646282970905,-0.0104133607819676,0.986597836017609,0.162838131189346,-0.0116234943270683,-0.162955403327942,0.986564993858337,-0.00848759338259697,0.0121423341333866,-0.0113903554156423
0.596771001815796,0.594433009624481,0.99988842010498,0.0083857225254178,0.0123623143881559,-0.0102723157033324,0.986827254295349,0.161451175808907,-0.0108455829322338,-0.161560162901878,0.986803293228149,-0.0124027002602816,0.0137461116537452,-0.00141694850753993
0.61888599395752,0.616855025291443,0.999895870685577,0.0081790154799819,0.0118893263861537,-0.00998099055141211,0.986998558044434,0.160419046878815,-0.0104226777330041,-0.160521000623703,0.986977398395538,-0.0112582575529814,0.0097537599503994,0.00292282761074603
0.642687022686005,0.639429986476898,0.999900579452515,0.00807903707027435,0.0115565843880177,-0.00982075743377209,0.987128734588623,0.159626007080078,-0.0101182125508785,-0.15972363948822,0.987109899520874,-0.0035953929182142,0.0145149221643806,0.007571951020509
0.6633660197258,0.661355018615723,0.999901413917542,0.00809761881828308,0.0114703793078661,-0.00981461815536022,0.987298607826233,0.158572256565094,-0.0100406315177679,-0.158669203519821,0.9872807264328,-0.000538288557436317,0.011645364575088,0.00485887192189693
0.685485005378723,0.683243989944458,0.999904870986938,0.0080674085766077,0.0111868055537343,-0.00973265059292316,0.987415015697479,0.157850578427315,-0.00977257546037436,-0.157944455742836,0.987399637699127,-0.0033853380009532,0.0100081786513329,0.0104556698352098
0.707808017730713,0.70558500289917,0.999914407730103,0.00819546356797218,0.0101963141933084,-0.00968926772475243,0.987654864788055,0.156345665454865,-0.0087891137227416,-0.156431078910828,0.98764979839325,0.000430689367931336,0.0133250234648585,-5.86777468924993e-06
0.728377044200897,0.726284027099609,0.999924600124359,0.00866628997027874,0.00869715213775635,-0.00991306826472282,0.987797439098358,0.155428126454353,-0.0072440393269062,-0.155502632260323,0.9878089427948,0.00439417362213135,0.0119192153215408,-0.0147393001243472
