timestamp,startTime,endTime,distance,steps
12.8067920207977,0.000706017017364502,12.7263790369034,5.645480855368078,8
15.318059027195,0.000706017017364502,15.2662898302078,9.783812165493146,13
17.8662559986115,0.000706017017364502,17.8133937716484,13.13982878957177,17
20.4000360369682,0.000706017017364502,20.3478477597237,16.49584541365039,21
22.9392570257187,0.000706017017364502,22.8880932927132,20.69086619379232,26
25.4850990176201,0.000706017017364502,25.4282543063164,24.04688281787094,30
28.01478099823,0.000706017017364502,27.9672713875771,27.40289944194956,34
30.5614040493965,0.000706017017364502,30.5061503648758,31.59792022209149,39
33.1012040376663,0.000706017017364502,33.0451480150223,33.23057695815805,41
91.5307960510254,0.000706017017364502,88.9258639216423,33.23057695815805,41
91.5337730050087,0.000706017017364502,91.4678869247437,38.95234809536487,49
94.0587630271912,0.000706017017364502,94.0059205293655,42.35371629544534,53
96.5945850014687,0.000706017017364502,96.545837521553,45.69839502556715,58
99.1407670378685,0.000706017017364502,99.085146188736,49.09976322564762,62
101.680603027344,0.000706017017364502,101.627535164356,52.45577984972624,66
104.218058049679,0.000706017017364502,104.1659039855,55.81179647380486,70
106.756794035435,0.000706017017364502,106.703410029411,58.2607815778465,73
