timestamp,ts,m11,m12,m13,m21,m22,m23,m31,m32,m33,ax,ay,az
0.0958629846572876,0.0952120423316956,0.999992668628693,-0.0013081239303574,0.00360049935989082,0.00133232388179749,0.999976456165314,-0.00672713667154312,-0.00359161454252899,0.00673188455402851,0.99997091293335,0.0,0.0,0.0
0.116912007331848,0.11665403842926,0.996423304080963,0.014232674613595,-0.0832945182919502,0.0352896675467491,0.825552046298981,0.563221514225006,0.0767801031470299,-0.564146459102631,0.822097063064575,-0.0106169041246176,0.0679517462849617,0.0613395906984806
0.139227986335754,0.138796031475067,0.997197031974792,0.00107222236692905,-0.0748129859566689,0.0404986962676048,0.833023011684418,0.551753997802734,0.0629125460982323,-0.553237318992615,0.830644607543945,-0.0483695045113564,0.160244017839432,-0.249494522809982
0.162051975727081,0.161738038063049,0.997829496860504,-0.00489371456205845,-0.0656685307621956,0.0401777252554893,0.8353511095047,0.548246562480927,0.0521733202040195,-0.549694955348969,0.833734571933746,0.0187430884689093,0.154554530978203,-0.19469253718853
0.183596014976501,0.183329999446869,0.998543798923492,-0.0140248518437147,-0.0520922541618347,0.0403474867343903,0.83513206243515,0.548567652702332,0.0358103364706039,-0.549870610237122,0.834481835365295,0.0107586961239576,0.206602945923805,-0.127600088715553
0.204653978347778,0.204378008842468,0.9990274310112,-0.0285793673247099,-0.0335771143436432,0.042269978672266,0.837463736534119,0.544855773448944,0.0125479809939861,-0.545745193958282,0.837857246398926,-0.00984969828277826,0.110468536615372,-0.0792112201452255
0.226718008518219,0.226456046104431,0.998866379261017,-0.0444484613835812,-0.0170386414974928,0.0466987527906895,0.845573902130127,0.531812071800232,-0.00923079531639814,-0.532004833221436,0.846691012382507,-0.0223029237240553,0.111798614263535,-0.00619902042672038
0.248282968997955,0.248004019260406,0.998296678066254,-0.0577170811593533,-0.00851328112185001,0.0540073327720165,0.859048366546631,0.509037375450134,-0.0220668334513903,-0.508630156517029,0.860702276229858,-0.0570667460560799,0.107044622302055,0.0156247718259692
0.271156966686249,0.270770013332367,0.99798572063446,-0.0634087026119232,-0.00196131598204374,0.0564319491386414,0.873205959796906,0.484073162078857,-0.0289818197488785,-0.483208775520325,0.87502533197403,-0.0597005747258663,0.106692776083946,0.0136514352634549
0.292980968952179,0.292723000049591,0.997864305973053,-0.0645978599786758,0.00969440955668688,0.0526608414947987,0.88336193561554,0.465723693370819,-0.0386484265327454,-0.464218497276306,0.88487708568573,-0.00841777306050062,0.165430724620819,-0.0433303080499172
0.321579992771149,0.321300029754639,0.997462034225464,-0.0673697218298912,0.0230392254889011,0.0494869351387024,0.888623356819153,0.455960065126419,-0.0511910952627659,-0.453662723302841,0.889701962471008,0.0382980145514011,0.165570050477982,-0.056053027510643
0.336603999137878,0.336349010467529,0.997337400913239,-0.0692767575383186,0.0227790959179401,0.0518950894474983,0.893664002418518,0.445725917816162,-0.051235307008028,-0.443356990814209,0.894879639148712,-0.0489829890429974,0.120896816253662,-0.0773799121379852
0.358114004135132,0.357789039611816,0.997449040412903,-0.0688196793198586,0.0189549624919891,0.053840558975935,0.899672031402588,0.433233708143234,-0.0468682572245598,-0.431107968091965,0.901082277297974,-0.107982903718948,0.123098820447922,-0.0672099590301514
0.380837976932526,0.380466997623444,0.997603714466095,-0.0690848156809807,0.00375073775649071,0.0609326101839542,0.902976512908936,0.425347656011581,-0.0327718965709209,-0.424099892377853,0.905022263526917,-0.0834074690937996,0.0983975976705551,-0.075309157371521
0.402818977832794,0.402555048465729,0.997538506984711,-0.0693513378500938,-0.0103587601333857,0.0674836561083794,0.909358859062195,0.410502672195435,-0.0190490763634443,-0.410191297531128,0.911800563335419,-0.0453929416835308,0.0910293981432915,-0.0675848126411438
0.424786984920502,0.424513041973114,0.997456073760986,-0.068521648645401,-0.019651984795928,0.0707135945558548,0.916321933269501,0.394149392843246,-0.00900022126734257,-0.394536346197128,0.918836236000061,-0.0408617034554482,0.109222024679184,-0.00444255629554391
0.44710499048233,0.446794033050537,0.997488915920258,-0.065915547311306,-0.0259042214602232,0.0708089843392372,0.920931458473206,0.383237957954407,-0.00140532478690147,-0.384109854698181,0.923286318778992,-0.0170236062258482,0.126310452818871,-0.0449448674917221
0.469748020172119,0.469464004039764,0.997516453266144,-0.0625311508774757,-0.0324166491627693,0.0701583549380302,0.922817289829254,0.37879553437233,0.00622812565416098,-0.38012906908989,0.924912512302399,-0.0261758044362068,0.132564440369606,-0.0888051614165306
0.48982298374176,0.489566028118134,0.99762624502182,-0.0603086240589619,-0.03323844820261,0.0682345181703568,0.930752515792847,0.359226673841476,0.0092723062261939,-0.360641986131668,0.93265825510025,-0.0418291464447975,0.105137310922146,-0.0575456097722054
0.513276994228363,0.512948036193848,0.997712671756744,-0.0586337745189667,-0.0336370393633842,0.0667456984519958,0.93324613571167,0.352982521057129,0.0106949405744672,-0.354420244693756,0.935025095939636,-0.0305395051836967,0.0943307802081108,-0.0137053923681378
0.534834980964661,0.534587025642395,0.997829735279083,-0.0577628090977669,-0.0316119156777859,0.065084807574749,0.938029766082764,0.340388178825378,0.00999114010483027,-0.341706871986389,0.939753472805023,-0.0145525885745883,0.114130847156048,-0.0759936049580574
0.556284010410309,0.556032001972198,0.99793404340744,-0.0564801618456841,-0.0306217186152935,0.0633982792496681,0.942923128604889,0.326919913291931,0.0104094380512834,-0.328185856342316,0.944555819034576,-0.0284854881465435,0.10670505464077,-0.0828489661216736
