timestamp,startDate,confidence,unknown,stationary,walking,running,automotive,cycling
0.190082967281342,-4.41868954896927,2,false,false,false,false,false,false
2.93954598903656,2.89072769880295,1,false,true,false,false,false,false
3.57385897636414,3.52621972560883,1,false,false,false,false,false,false
5.84427899122238,5.7501876950264,2,false,false,false,false,false,false
6.11777400970459,6.067815721035,1,false,true,false,false,false,false
7.07175695896149,7.02084594964981,1,false,false,false,false,false,false
8.38524997234344,8.29155796766281,2,false,false,false,false,false,false
23.9009299874306,23.8534119129181,1,false,true,false,false,false,false
24.2185369729996,24.1709008812904,1,false,false,false,false,false,false
26.1737709641457,26.0762059092522,2,false,false,false,false,false,false
49.2976629734039,49.2517920136452,1,false,true,false,false,false,false
49.6154919862747,49.5692319869995,1,false,false,false,false,false,false
51.5653939843178,51.4739599823952,2,false,false,false,false,false,false
94.7020579576492,94.6349231600761,1,false,true,false,false,false,false
95.6315670013428,95.5869491100311,1,false,false,false,false,false,false
97.2636950016022,97.1738642454147,2,false,false,false,false,false,false
98.1690660119057,98.1260212063789,1,false,true,false,false,false,false
101.343132972717,101.299726247787,2,false,true,false,false,false,false
108.011231958866,107.964594244957,1,false,true,false,false,false,false
111.181250989437,111.137739241123,2,false,true,false,false,false,false
113.406801998615,113.358253598213,2,false,false,false,false,false,false
115.041115999222,114.944190621376,2,false,false,false,false,false,false
115.942052006721,115.895973622799,1,false,true,false,false,false,false
119.117540001869,119.068808972836,2,false,true,false,false,false,false
119.747671961784,119.703330993652,1,false,true,false,false,false,false
120.387807011604,120.337851941586,1,false,false,false,false,false,false
121.650620996952,121.606985986233,1,false,true,false,false,false,false
121.969337999821,121.924268960953,1,false,false,false,false,false,false
122.649609982967,122.558879077435,2,false,false,false,false,false,false
155.926512002945,155.877172827721,1,false,true,false,false,false,false
156.558970987797,156.511846840382,1,false,false,false,false,false,false
158.192761003971,158.098608136177,2,false,false,false,false,false,false
161.011729955673,160.955084145069,1,false,true,false,false,false,false
161.319781005383,161.272406160831,1,false,false,false,false,false,false
163.286774992943,163.17649936676,2,false,false,false,false,false,false
184.170032978058,184.120421946049,1,false,true,false,false,false,false
185.43873000145,185.38977098465,1,false,false,false,false,false,false
186.119426965714,186.024479985237,2,false,false,false,false,false,false
186.705267965794,186.659149944782,1,false,true,false,false,false,false
187.983310997486,187.928470373154,1,false,false,false,false,false,false
188.632108986378,188.563060343266,1,false,true,false,false,false,false
188.931194961071,188.880374372005,1,false,false,false,false,false,false
190.207282006741,190.149752318859,1,false,true,false,false,false,false
190.839734971523,190.792270362377,1,false,false,false,false,false,false
191.202360987663,191.109591364861,2,false,false,false,false,false,false
191.47742497921,191.426943361759,1,false,true,false,false,false,false
191.97581499815,191.426943361759,1,false,true,false,false,false,false
192.429820001125,192.379007816315,1,false,false,false,false,false,false
193.064704954624,193.013638854027,1,false,true,false,false,false,false
194.018518984318,193.965604841709,1,false,false,false,false,false,false
195.28252196312,195.234982848167,1,false,true,false,false,false,false
196.285492956638,196.187039852142,2,false,false,false,false,false,false
