timestamp,uuid,major,minor,accuracy,rssi,proximity
1.12290501594543,F0018B9B-7509-4C31-A905-1A27D39C003C,41738,1201,-1.0,0,0
1.12290501594543,F0018B9B-7509-4C31-A905-1A27D39C003C,21500,48945,2.44843674682223,-72,2
1.12290501594543,F0018B9B-7509-4C31-A905-1A27D39C003C,39821,56686,4.64158883361278,-77,3
1.12290501594543,F0018B9B-7509-4C31-A905-1A27D39C003C,20277,50452,18.9573565240638,-88,3
1.12290501594543,F0018B9B-7509-4C31-A905-1A27D39C003C,38722,6270,31.6227766016838,-92,3
1.12290501594543,F0018B9B-7509-4C31-A905-1A27D39C003C,52281,20431,46.4158883361278,-95,3
2.12321799993515,F0018B9B-7509-4C31-A905-1A27D39C003C,54337,42057,-1.0,0,0
2.12321799993515,F0018B9B-7509-4C31-A905-1A27D39C003C,21500,48945,2.44843674490224,-72,2
2.12321799993515,F0018B9B-7509-4C31-A905-1A27D39C003C,39821,56686,3.51768661874731,-74,3
2.12321799993515,F0018B9B-7509-4C31-A905-1A27D39C003C,20277,50452,19.7774693166361,-89,3
2.12321799993515,F0018B9B-7509-4C31-A905-1A27D39C003C,41738,1201,24.1556685798583,-78,3
2.12321799993515,F0018B9B-7509-4C31-A905-1A27D39C003C,38722,6270,24.7564225023254,-86,3
2.12321799993515,F0018B9B-7509-4C31-A905-1A27D39C003C,52281,20431,44.1350499015698,-93,3
3.12866801023483,F0018B9B-7509-4C31-A905-1A27D39C003C,54337,42057,-1.0,0,0
3.12866801023483,F0018B9B-7509-4C31-A905-1A27D39C003C,21500,48945,2.44843674161677,-72,2
3.12866801023483,F0018B9B-7509-4C31-A905-1A27D39C003C,39821,56686,3.35804510390648,-74,3
3.12866801023483,F0018B9B-7509-4C31-A905-1A27D39C003C,38722,6270,17.2425271319786,-81,3
3.12866801023483,F0018B9B-7509-4C31-A905-1A27D39C003C,20277,50452,20.2110481457154,-89,3
3.12866801023483,F0018B9B-7509-4C31-A905-1A27D39C003C,41738,1201,25.7700930876144,-95,3
3.12866801023483,F0018B9B-7509-4C31-A905-1A27D39C003C,52281,20431,42.6427035062964,-93,3
4.12942200899124,F0018B9B-7509-4C31-A905-1A27D39C003C,54337,42057,-1.0,0,0
4.12942200899124,F0018B9B-7509-4C31-A905-1A27D39C003C,21500,48945,2.44843674047682,-72,2
4.12942200899124,F0018B9B-7509-4C31-A905-1A27D39C003C,39821,56686,3.43054461686717,-75,3
4.12942200899124,F0018B9B-7509-4C31-A905-1A27D39C003C,38722,6270,14.2303452310901,-81,3
4.12942200899124,F0018B9B-7509-4C31-A905-1A27D39C003C,20277,50452,20.9904974483125,-90,3
4.12942200899124,F0018B9B-7509-4C31-A905-1A27D39C003C,41738,1201,26.6822657439863,-93,3
4.12942200899124,F0018B9B-7509-4C31-A905-1A27D39C003C,52281,20431,41.5867375541873,-93,3
5.12245798110962,F0018B9B-7509-4C31-A905-1A27D39C003C,52281,20431,-1.0,0,0
5.12245798110962,F0018B9B-7509-4C31-A905-1A27D39C003C,54337,42057,-1.0,0,0
5.12245798110962,F0018B9B-7509-4C31-A905-1A27D39C003C,21500,48945,2.53883269230471,-73,2
5.12245798110962,F0018B9B-7509-4C31-A905-1A27D39C003C,39821,56686,3.47343002073425,-75,3
5.12245798110962,F0018B9B-7509-4C31-A905-1A27D39C003C,38722,6270,12.5853050680871,-81,3
5.12245798110962,F0018B9B-7509-4C31-A905-1A27D39C003C,20277,50452,21.5472380762213,-90,3
5.12245798110962,F0018B9B-7509-4C31-A905-1A27D39C003C,41738,1201,26.4143307005275,-90,3
6.12926000356674,F0018B9B-7509-4C31-A905-1A27D39C003C,54337,42057,-1.0,0,0
6.12926000356674,F0018B9B-7509-4C31-A905-1A27D39C003C,21500,48945,2.68025629564383,-74,2
6.12926000356674,F0018B9B-7509-4C31-A905-1A27D39C003C,39821,56686,3.70034033434254,-77,3
6.12926000356674,F0018B9B-7509-4C31-A905-1A27D39C003C,38722,6270,12.1298861872152,-83,3
6.12926000356674,F0018B9B-7509-4C31-A905-1A27D39C003C,20277,50452,21.9664564153999,-90,3
6.12926000356674,F0018B9B-7509-4C31-A905-1A27D39C003C,41738,1201,25.3489903659162,-88,3
6.12926000356674,F0018B9B-7509-4C31-A905-1A27D39C003C,52281,20431,44.1146965885111,-96,3
7.11968600749969,F0018B9B-7509-4C31-A905-1A27D39C003C,54337,42057,-1.0,0,0
7.11968600749969,F0018B9B-7509-4C31-A905-1A27D39C003C,27850,24174,-1.0,0,0
7.11968600749969,F0018B9B-7509-4C31-A905-1A27D39C003C,21500,48945,2.8619468354135,-75,2
7.11968600749969,F0018B9B-7509-4C31-A905-1A27D39C003C,39821,56686,3.96721671136083,-78,3
7.11968600749969,F0018B9B-7509-4C31-A905-1A27D39C003C,38722,6270,11.5291264238752,-82,3
7.11968600749969,F0018B9B-7509-4C31-A905-1A27D39C003C,20277,50452,22.6491102901719,-91,3
7.11968600749969,F0018B9B-7509-4C31-A905-1A27D39C003C,41738,1201,23.5970271848284,-86,3
7.11968600749969,F0018B9B-7509-4C31-A905-1A27D39C003C,52281,20431,43.0899156961825,-93,3
8.13044399023056,F0018B9B-7509-4C31-A905-1A27D39C003C,54337,42057,-1.0,0,0
8.13044399023056,F0018B9B-7509-4C31-A905-1A27D39C003C,27850,24174,-1.0,0,0
8.13044399023056,F0018B9B-7509-4C31-A905-1A27D39C003C,21500,48945,2.75174124904036,-72,3
8.13044399023056,F0018B9B-7509-4C31-A905-1A27D39C003C,39821,56686,3.50566428587605,-72,3
8.13044399023056,F0018B9B-7509-4C31-A905-1A27D39C003C,38722,6270,9.96312798382377,-78,3
8.13044399023056,F0018B9B-7509-4C31-A905-1A27D39C003C,41738,1201,21.330447043661,-84,3
8.13044399023056,F0018B9B-7509-4C31-A905-1A27D39C003C,20277,50452,22.4978826014043,-89,3
8.13044399023056,F0018B9B-7509-4C31-A905-1A27D39C003C,52281,20431,42.2660361899907,-93,3
9.12164598703384,F0018B9B-7509-4C31-A905-1A27D39C003C,52281,20431,-1.0,0,0
9.12164598703384,F0018B9B-7509-4C31-A905-1A27D39C003C,54337,42057,-1.0,0,0
9.12164598703384,F0018B9B-7509-4C31-A905-1A27D39C003C,27850,24174,-1.0,0,0
9.12164598703384,F0018B9B-7509-4C31-A905-1A27D39C003C,21500,48945,2.18146835738823,-67,2
9.12164598703384,F0018B9B-7509-4C31-A905-1A27D39C003C,39821,56686,3.21709814596279,-72,3
9.12164598703384,F0018B9B-7509-4C31-A905-1A27D39C003C,38722,6270,8.92735683041864,-78,3
9.12164598703384,F0018B9B-7509-4C31-A905-1A27D39C003C,41738,1201,20.771172673907,-87,3
9.12164598703384,F0018B9B-7509-4C31-A905-1A27D39C003C,20277,50452,22.3771184767529,-89,3
10.122072994709,F0018B9B-7509-4C31-A905-1A27D39C003C,54337,42057,-1.0,0,0
10.122072994709,F0018B9B-7509-4C31-A905-1A27D39C003C,20277,50452,-1.0,0,0
10.122072994709,F0018B9B-7509-4C31-A905-1A27D39C003C,27850,24174,-1.0,0,0
10.122072994709,F0018B9B-7509-4C31-A905-1A27D39C003C,21500,48945,1.8747427175044,-67,2
10.122072994709,F0018B9B-7509-4C31-A905-1A27D39C003C,39821,56686,3.11604628415975,-73,3
10.122072994709,F0018B9B-7509-4C31-A905-1A27D39C003C,38722,6270,8.18736622239841,-78,3
10.122072994709,F0018B9B-7509-4C31-A905-1A27D39C003C,41738,1201,17.3858669446334,-80,3
10.122072994709,F0018B9B-7509-4C31-A905-1A27D39C003C,52281,20431,40.6757526288301,-90,3
11.1204029917717,F0018B9B-7509-4C31-A905-1A27D39C003C,54337,42057,-1.0,0,0
11.1204029917717,F0018B9B-7509-4C31-A905-1A27D39C003C,27850,24174,-1.0,0,0
11.1204029917717,F0018B9B-7509-4C31-A905-1A27D39C003C,21500,48945,1.93719421337046,-71,2
11.1204029917717,F0018B9B-7509-4C31-A905-1A27D39C003C,39821,56686,2.94835786539443,-72,3
11.1204029917717,F0018B9B-7509-4C31-A905-1A27D39C003C,38722,6270,8.97470927640564,-90,3
11.1204029917717,F0018B9B-7509-4C31-A905-1A27D39C003C,41738,1201,16.5521267395777,-84,3
11.1204029917717,F0018B9B-7509-4C31-A905-1A27D39C003C,20277,50452,19.008434177774,-82,3
11.1204029917717,F0018B9B-7509-4C31-A905-1A27D39C003C,52281,20431,39.1462547097399,-91,3
12.1202989816666,F0018B9B-7509-4C31-A905-1A27D39C003C,54337,42057,-1.0,0,0
12.1202989816666,F0018B9B-7509-4C31-A905-1A27D39C003C,27850,24174,-1.0,0,0
12.1202989816666,F0018B9B-7509-4C31-A905-1A27D39C003C,21500,48945,1.98795404804376,-71,2
12.1202989816666,F0018B9B-7509-4C31-A905-1A27D39C003C,39821,56686,2.82630887786192,-72,3
12.1202989816666,F0018B9B-7509-4C31-A905-1A27D39C003C,38722,6270,9.55513437879644,-87,3
12.1202989816666,F0018B9B-7509-4C31-A905-1A27D39C003C,41738,1201,15.860101911615,-84,3
12.1202989816666,F0018B9B-7509-4C31-A905-1A27D39C003C,20277,50452,16.4888629536617,-82,3
12.1202989816666,F0018B9B-7509-4C31-A905-1A27D39C003C,52281,20431,37.8853241645774,-91,3
13.1259359717369,F0018B9B-7509-4C31-A905-1A27D39C003C,54337,42057,-1.0,0,0
13.1259359717369,F0018B9B-7509-4C31-A905-1A27D39C003C,27850,24174,-1.0,0,0
13.1259359717369,F0018B9B-7509-4C31-A905-1A27D39C003C,21500,48945,2.19537377870038,-74,2
13.1259359717369,F0018B9B-7509-4C31-A905-1A27D39C003C,39821,56686,2.96213031887218,-75,3
13.1259359717369,F0018B9B-7509-4C31-A905-1A27D39C003C,38722,6270,8.13537887666388,-76,3
13.1259359717369,F0018B9B-7509-4C31-A905-1A27D39C003C,41738,1201,14.0610389655987,-80,3
13.1259359717369,F0018B9B-7509-4C31-A905-1A27D39C003C,20277,50452,16.512558864097,-87,3
13.1259359717369,F0018B9B-7509-4C31-A905-1A27D39C003C,52281,20431,34.406105694069,-87,3
14.1301419734955,F0018B9B-7509-4C31-A905-1A27D39C003C,27850,24174,-1.0,0,0
14.1301419734955,F0018B9B-7509-4C31-A905-1A27D39C003C,21500,48945,2.52859979700536,-77,2
